Date,Category,Payment_Mode,Description,Amount_Paid,Cashback
05-02-2024,Travel,Credit Card,Grow garden skill official.,557.4,0
05-02-2024,Shopping,UPI,War whose nature subject.,657.04,0
05-02-2024,Bills,UPI,Various right account team bad.,1925.56,0
05-02-2024,Dining,Net Banking,Party grow station.,1975.4,98.77
05-02-2024,Subscriptions,Credit Card,Attorney yourself role bank.,524.72,0
05-02-2024,Travel,Debit Card,Discuss summer miss worry.,1295.7,0
05-02-2024,Groceries,UPI,Successful available nature.,1551.23,0
06-02-2024,Rent,Debit Card,He skill buy real radio.,865.73,0
06-02-2024,Travel,Credit Card,Mean around.,830.92,0
06-02-2024,Subscriptions,UPI,Building very reduce wall.,1462.37,0
06-02-2024,Bills,Net Banking,Realize our personal.,886.17,0
06-02-2024,Entertainment,Credit Card,Public will seat condition.,1926.03,0
07-02-2024,Shopping,Net Banking,Discover attorney forget capital.,986.43,0
07-02-2024,Travel,Credit Card,Human tax special week.,591.82,0
07-02-2024,Rent,UPI,Step believe record alone impact.,1479.53,0
07-02-2024,Dining,Cash,Price Republican.,826.41,0
07-02-2024,Bills,Net Banking,Serious international with.,1945.31,0
07-02-2024,Subscriptions,Credit Card,Experience but free country.,845.8,0
07-02-2024,Bills,UPI,Woman material entire.,1680.76,0
07-02-2024,Bills,UPI,Role number.,614.86,0
07-02-2024,Subscriptions,Cash,None arrive focus.,1701.03,0
08-02-2024,Groceries,Debit Card,Star figure chance.,768.76,0
08-02-2024,Groceries,Cash,Huge name.,1415.3,0
08-02-2024,Bills,UPI,Standard collection final camera white.,1145.24,0
08-02-2024,Subscriptions,Cash,Spring low across.,1495.27,74.76
09-02-2024,Shopping,Cash,Hope cover no season value.,1133.3,56.66
09-02-2024,Transport,UPI,Someone class control other address.,558.05,0
09-02-2024,Rent,Credit Card,Development work political participant community.,882.95,44.15
09-02-2024,Travel,Credit Card,Wide effort describe.,864.86,0
09-02-2024,Rent,Debit Card,Surface standard who couple book.,793.72,39.69
09-02-2024,Transport,Cash,During every someone.,959.44,0
09-02-2024,Healthcare,Debit Card,Itself wrong space build.,742.67,0
09-02-2024,Healthcare,Credit Card,Reduce democratic rest office.,667.35,0
10-02-2024,Travel,UPI,Through few.,942.09,0
10-02-2024,Dining,Net Banking,Whether hour three reality source.,1937.88,0
10-02-2024,Bills,UPI,Trouble bring.,1244.83,0
10-02-2024,Rent,Credit Card,Floor military quite.,1432.52,71.63
11-02-2024,Transport,UPI,Lot imagine this.,1367.76,68.39
11-02-2024,Shopping,Cash,Support then few middle.,619.98,0
11-02-2024,Healthcare,Net Banking,Trade trouble health response.,699.72,0
11-02-2024,Travel,Cash,Door impact.,759.4,0
11-02-2024,Healthcare,Debit Card,Star writer Congress.,1537.28,0
11-02-2024,Shopping,Credit Card,Later new feeling.,1518.35,0
11-02-2024,Healthcare,Credit Card,Budget machine pass.,1594.81,0
11-02-2024,Subscriptions,UPI,Once change picture begin.,1437.63,0
11-02-2024,Groceries,Credit Card,A production project wonder.,871.29,43.56
11-02-2024,Rent,Net Banking,Like six.,1393.8,0
12-02-2024,Transport,Cash,Really thank gun himself.,1919.26,0
12-02-2024,Subscriptions,Credit Card,Mother free.,1212.16,0
12-02-2024,Healthcare,Credit Card,Week safe while boy.,1231.84,0
12-02-2024,Subscriptions,Debit Card,Garden still free property.,1276.82,0
12-02-2024,Subscriptions,Debit Card,Learn should.,545.37,0
12-02-2024,Transport,Debit Card,Man project mother.,1460.52,0
13-02-2024,Subscriptions,Net Banking,No half according.,640.05,0
13-02-2024,Healthcare,Credit Card,Here school their.,1396.56,0
13-02-2024,Shopping,Net Banking,Of television couple hotel.,606.56,0
13-02-2024,Travel,Credit Card,Pass official president figure education.,534.46,0
13-02-2024,Shopping,UPI,Bank but behind.,547.28,0
13-02-2024,Transport,Net Banking,Rest read.,1269.26,63.46
13-02-2024,Dining,Net Banking,Truth east.,1034.25,51.71
14-02-2024,Travel,Cash,Admit he compare rich out.,1108.88,55.44
14-02-2024,Bills,Debit Card,Court explain already.,595.07,29.75
14-02-2024,Travel,Cash,It daughter appear people too.,1103.66,0
14-02-2024,Bills,Cash,Happy audience store career.,520.68,0
14-02-2024,Subscriptions,Credit Card,Pressure dinner.,862.08,0
14-02-2024,Bills,UPI,Company well foreign case.,1794.79,0
14-02-2024,Transport,Credit Card,These act western administration.,1533.15,76.66
14-02-2024,Transport,Cash,Goal few.,1626.66,81.33
14-02-2024,Dining,UPI,Whole officer such red.,1009.68,0
14-02-2024,Healthcare,Net Banking,Red develop positive they.,1466.69,0
14-02-2024,Subscriptions,Cash,Black even benefit trade.,1635.56,0
14-02-2024,Subscriptions,Debit Card,Resource claim sea close.,1106.72,0
14-02-2024,Healthcare,Credit Card,Because financial down grow.,1752.88,0
14-02-2024,Entertainment,Cash,Card participant team.,808.11,0
15-02-2024,Groceries,Cash,Expect gun him western.,689.39,0
15-02-2024,Dining,UPI,Can become however attorney shoulder.,1100.07,0
15-02-2024,Dining,Net Banking,Top together interview.,1864.8,0
15-02-2024,Dining,Credit Card,Conference arrive environmental.,1855.99,0
15-02-2024,Travel,Debit Card,Will financial cover perform fine.,1771.8,0
15-02-2024,Bills,UPI,Free bill low.,757.82,0
15-02-2024,Shopping,Debit Card,Onto worry why still.,949.35,0
15-02-2024,Travel,Net Banking,Us reflect full subject where.,1877.55,0
15-02-2024,Healthcare,Debit Card,Fine eat do first your.,1063.26,0
15-02-2024,Groceries,Debit Card,Subject suffer draw.,952.06,0
15-02-2024,Entertainment,Cash,Top miss weight year when.,1034.97,0
16-02-2024,Rent,Credit Card,Health space begin.,1061.21,0
16-02-2024,Dining,Cash,Degree region.,1714.71,85.74
16-02-2024,Bills,Cash,Born word road.,1476.7,73.84
16-02-2024,Dining,UPI,Organization best serve build.,758.08,0
16-02-2024,Healthcare,Debit Card,Source country degree fill fire.,687.65,0
17-02-2024,Travel,UPI,Hair force decide.,1473.85,0
17-02-2024,Dining,Debit Card,Mr woman impact.,1861.25,0
17-02-2024,Bills,UPI,Direction relationship him answer data.,1507.49,0
18-02-2024,Entertainment,Debit Card,Meeting condition report natural.,1999.32,0
18-02-2024,Groceries,Credit Card,Since car style.,764.15,0
18-02-2024,Travel,Net Banking,Discussion specific phone.,1134.79,0
18-02-2024,Entertainment,Net Banking,Usually rise.,1512.24,0
18-02-2024,Transport,Net Banking,Attack front either.,1811.48,0
18-02-2024,Travel,Debit Card,Mouth by according face.,1414.79,70.74
19-02-2024,Healthcare,Net Banking,Responsibility pick firm.,1045.61,0
19-02-2024,Bills,Net Banking,Situation interview last.,1742.45,0
19-02-2024,Transport,Cash,Member design partner tell responsibility.,1931.6,0
19-02-2024,Bills,Cash,Success able message kid.,1933.25,0
19-02-2024,Subscriptions,Cash,Realize likely past.,1091.22,0
19-02-2024,Subscriptions,UPI,Campaign music.,1528.14,0
19-02-2024,Groceries,UPI,Suddenly stay special.,964.84,0
19-02-2024,Shopping,Credit Card,Tough future.,1786.73,0
19-02-2024,Dining,Net Banking,Discover fight central.,845.03,0
19-02-2024,Groceries,Debit Card,Under begin.,1097.82,0
19-02-2024,Healthcare,Net Banking,Sign although to.,1535.84,0
20-02-2024,Groceries,UPI,Several strategy road get.,1223.33,0
20-02-2024,Travel,Credit Card,Month away decision across unit.,1599.64,0
20-02-2024,Transport,Net Banking,Apply south site final.,1754.48,0
20-02-2024,Healthcare,Cash,Idea statement.,564.69,0
20-02-2024,Entertainment,Cash,Remember money every industry commercial.,831.4,0
20-02-2024,Subscriptions,Debit Card,Interview throughout special piece outside.,1003.02,0
20-02-2024,Dining,UPI,Product themselves federal agreement huge.,1007.25,0
21-02-2024,Shopping,UPI,Executive government.,1874.12,0
21-02-2024,Entertainment,Credit Card,Call movie quickly worry.,1698.77,0
21-02-2024,Dining,Credit Card,Now themselves adult meet.,1925.66,0
21-02-2024,Transport,Cash,Enter reality.,1916.3,0
22-02-2024,Bills,Net Banking,Consumer hard over training.,958.65,47.93
22-02-2024,Shopping,Net Banking,See see finally.,1216.53,0
22-02-2024,Dining,Credit Card,Some that investment.,1054.13,0
22-02-2024,Dining,Debit Card,Stuff he trouble.,1166.13,0
22-02-2024,Healthcare,UPI,Next modern half film.,697.8,34.89
22-02-2024,Entertainment,Cash,Community make page nice.,1614.32,0
22-02-2024,Travel,Credit Card,Real head us pattern.,700.47,35.02
22-02-2024,Dining,Debit Card,Any control along nearly.,1857.42,0
22-02-2024,Transport,Credit Card,Behavior people off machine.,695.59,0
22-02-2024,Entertainment,Debit Card,Should food room newspaper.,594.73,0
22-02-2024,Travel,Credit Card,Break story sell magazine.,1104.51,55.23
23-02-2024,Travel,Cash,Glass act information understand.,1701.04,0
23-02-2024,Rent,Cash,Set her.,757.36,0
23-02-2024,Bills,UPI,Service study interesting measure.,1256.69,0
23-02-2024,Shopping,Cash,Movement still many happen whether.,1642.18,0
23-02-2024,Dining,Debit Card,True generation contain.,1635.75,81.79
23-02-2024,Entertainment,UPI,Support enough true.,1153.48,0
23-02-2024,Healthcare,Credit Card,Every find.,765.63,0
23-02-2024,Transport,Net Banking,Office market song.,1985.92,0
23-02-2024,Shopping,Net Banking,Which several.,1065.51,0
24-02-2024,Entertainment,Credit Card,Dog yet popular.,1361.72,68.09
24-02-2024,Groceries,Credit Card,Air agreement campaign.,1716.88,0
24-02-2024,Shopping,Debit Card,Movie age into culture single.,1642.51,0
24-02-2024,Bills,UPI,Enter piece get.,618.87,0
25-02-2024,Bills,UPI,Whether appear.,1330.93,0
25-02-2024,Bills,Credit Card,Then thus.,915.72,0
25-02-2024,Bills,Debit Card,Quickly evening.,552.2,0
25-02-2024,Transport,Debit Card,Project involve work.,1505.85,75.29
25-02-2024,Transport,UPI,Recent follow without best step.,574.13,0
26-02-2024,Groceries,Credit Card,Agreement similar peace view exactly.,1176.18,58.81
26-02-2024,Dining,Cash,Beyond need street whether rock.,805.86,0
26-02-2024,Healthcare,Credit Card,Resource hard enter.,1808.99,0
26-02-2024,Travel,UPI,Some career across.,561.9,0
26-02-2024,Travel,Cash,Century nice indeed oil where.,1425.05,0
26-02-2024,Entertainment,Cash,Impact fire reason soldier dinner.,1821.2,0
26-02-2024,Rent,UPI,Including possible religious we board.,884.8,0
26-02-2024,Bills,Debit Card,Reflect never or pattern.,1000.5,0
26-02-2024,Bills,UPI,Sound three certain American.,1619.83,0
26-02-2024,Entertainment,Debit Card,Kind true order.,589.7,0
27-02-2024,Bills,UPI,Poor amount officer environmental.,1957.32,0
27-02-2024,Transport,Debit Card,Agree be recently first she.,1800.11,0
27-02-2024,Dining,Cash,Must center throw majority.,744.16,0
27-02-2024,Shopping,UPI,Lay threat structure.,1069.51,53.48
27-02-2024,Entertainment,Net Banking,Improve base do.,1486.59,0
01-03-2024,Groceries,UPI,During room subject.,1914.94,95.75
01-03-2024,Healthcare,UPI,Support forget.,725.5,0
01-03-2024,Subscriptions,Credit Card,Source three our plan.,792.29,0
01-03-2024,Entertainment,Credit Card,Organization piece understand senior.,1250.95,0
01-03-2024,Shopping,Debit Card,Audience office operation international ground.,865.37,0
01-03-2024,Healthcare,Credit Card,Themselves sell rise owner.,542.34,0
01-03-2024,Rent,Debit Card,East style moment success.,603.57,0
02-03-2024,Bills,Credit Card,Boy plant.,515.77,0
02-03-2024,Rent,UPI,Political machine sport tell detail.,1578.12,78.91
02-03-2024,Bills,Cash,Voice message style simple.,1805.47,0
02-03-2024,Groceries,Net Banking,Mother stuff soon ok.,692.86,0
02-03-2024,Entertainment,Credit Card,Surface same evidence.,1458.92,0
02-03-2024,Travel,Credit Card,Leave eight.,512.96,0
02-03-2024,Groceries,Cash,Seven less financial explain music.,884.34,44.22
02-03-2024,Groceries,Credit Card,Usually often watch method.,1670.82,83.54
02-03-2024,Bills,Debit Card,Not drug information.,803.34,0
02-03-2024,Dining,Credit Card,Political give second wear Mr.,1421.88,0
03-03-2024,Travel,Debit Card,More young visit everything look.,1856.59,0
03-03-2024,Subscriptions,Net Banking,My company chance.,1010.78,0
03-03-2024,Transport,Cash,Yet protect.,1949.5,97.48
03-03-2024,Shopping,Credit Card,Future star.,1991.4,0
03-03-2024,Subscriptions,Credit Card,Need despite middle wrong.,1613.24,80.66
04-03-2024,Entertainment,Debit Card,Outside risk product.,981.84,0
04-03-2024,Groceries,Cash,Good direction ready project.,1694.53,0
04-03-2024,Subscriptions,UPI,Write recognize force care.,811.99,0
